46	眠りが浅かったのか、空も明け始めた頃目が覚めてしまった。
48	早めに皆も起こして送り出さなきゃな……。
50	ふと、イバラのほうを見るとイバラもあまり眠れなかったのか、もう起きていた。
52	「おはよう」
59	【イバラ】「……おはよう」
61	イバラはもうだいぶ前から起きていたみたいで、少し難しい顔をしていた。
63	「何か考え事をしてたの？」
66	【イバラ】「あぁ……うん」
68	イバラは何かを言いにくそうに逡巡したあと、ポツリ、と呟くように言った。
75	【イバラ】「こんなところにまで、あんな人間が入り込んでくるようになるなんて、やっぱり結界は強化しなきゃいけないよな……」
77	なるほど、雑貨屋の息子のことを考えて……って。
79	「……え？　ちょっと待って。なんか変じゃないか、それ」
86	【イバラ】「ん？　何がだ？」
88	「だって、人間なら既に俺が入り込んでる。それにこの小屋はどう見ても人間が建てたものだろう？　なのにこんなところにまでって……」
90	それじゃ、まるでここも結界の中みたいじゃないか。
92	すると、イバラは俺の考えていることを肯定するように重々しく頷いた。
99	【イバラ】「本当ならここはエルフの領域ではないけど、それに準じる場所なんだ。だから、普通の人間はなかなか入ってこられないはずなんだ」
101	「普通の人間は入ってこられない、だって？」
103	だって俺は入ってきてるのに。
106	【イバラ】「だから、ニンゲンが入ってくるまではずっと使われていなかっただろう？」
108	「それは……人間の方でこの森に化物が出るって噂があったから、じゃないの？」
110	そう聞き返しながら、俺はここを初めて訪れた時のうっすらとした違和感を思い出していた。
112	それは違和感とは気づかないほどに薄い、森で感じていた畏れに紛れてしまうほどのもので……連鎖するようにここにたどりついた経緯も思い起こす。
114	もし、ヒナタの案内がなかったなら、ここにはたどり着いていなかったんじゃないだろうか？
116	ふとそう思うと背筋がゾクリとした。
123	【イバラ】「人間は強欲だから、化物が出るぐらいのことで森を諦めたりするもんか。昨日のやつだって、ここに何かあると思ったら平気で来ただろう？」
125	「……そうだな」
127	もしあのまま森を彷徨っていたら、俺はどんな決断を下したのだろう。
129	山小屋にこだわらなくても、町に行こうという風なことを考えていてもおかしくはなかったはずだ。
136	【イバラ】「今までだって来ようと思えば来られたはずなんだ。でも、人間は来ようと思わないようになっていた」
138	「来ようと思わないように？」
145	【イバラ】「んと……ここに来るのとは違うところに行く方を人間の意志で選んだと思わせてるんだっておっきいエルフが言ってた」
147	「……じゃあ、俺は？」
154	【イバラ】「それは……ニンゲンはエルフと波長が合う、特別な人間だからだと思う」
156	「俺が……特別な？」
158	そんな夢想はしたことがないとは言わない。
160	でも。実際に他者から、しかもエルフからそんなことを言われると、実感がないだけに、まるで言いがかりをつけられてでもいるかのようなすわりの悪さがあった。
167	【イバラ】「そうだ。たまにこの小屋を作った奴やニンゲンみたいな、エルフと波長の合う人間がたまにいる。そういう人間がこのあたりまで入ってくるんだ」
169	「要するに前にここに住んでいた人間と俺は似てるってこと？」
172	【イバラ】「簡単に言うとそうだ」
174	イバラは頷いた。
176	ここにある蔵書は、俺にとって興味深いものが多い。ということは先住者も俺と同じことに興味を持っていたということだ。
178	つまり、先住者と俺は本質的なところで似ている……？
185	【イバラ】「結界がゆるんだから入ってきやすくなったのもあるんだろうけど、もしニンゲンがエルフと波長の合う人間じゃなかったらここまでは来なかった」
187	イバラの言葉に納得しかけてもう一つ重要なことを思い出した。
189	「だけど、昨日は他の人間がここへやって来たよ」
196	【イバラ】「それはお前のせいだ。ニンゲンは人間だから、ここまで人間の道を作ってしまったんだ」
198	「人間の道？」
201	【イバラ】「森の中を獣が行き来すると獣道ができる。同種の獣は匂いをたどって、その道をよく使うようになる。それの人間版」
203	「そんな……そんなつもりは……じゃあ、俺が雑貨屋の息子のために道を作ってしまったと、そういうこと？」
210	【イバラ】「そうだ」
212	「じゃあ、あいつが来ちゃったのは俺のせいなのか」
215	【イバラ】「そういうことになるな。だけど、遠からず他の人間もここぐらいは、じきに来るようになってたと思うけど」
217	「どういうこと？」
224	【イバラ】「人間の寿命は短く、お互いが傷ついても癒すこともできない取るに足らない生き物だけど、火を味方につけ森を焼き払う」
227	【イバラ】「その分同族にさえ牙を剥く愚かさと獰猛さを持ち合わせているが、命短いゆえか、その勢いはとどまるところを知らない」
234	【イバラ】「火をもって夜を照らし、闇を切り取り、命を奪い喰らって、種族としての勢力を広げていく。今に人間が住まない地などどこにもなくなるぞ」
236	「それなら、共存とかはできないのか？」
