7	俺は思いきり息を吸い込んで叫んだ。
9	「ぎゃああああああ、化け物っ！　魔物だっ！　怪物だっ！」
12	【村人１】「なんだとっ！」
15	【村人２】「な、なにぃ！？」
17	俺の叫び声を聞いた村人たちはあたふたと周囲を見回し始めた。
19	よし、もうひと押し。
21	思い切って村の連中の前に飛び出すと、何人かが腰を抜かしかけたみたいだ。
23	俺はそれにかまわず早口にまくし立てた。
25	「お、おい、あんたら大変だ！　すぐ逃げろ、魔物が出たぞ！　今俺が叫んだせいでこっちに来てる！」
28	【村人２】「お、おいマジかよ！？」
31	【村人１】「早く逃げなきゃ……」
33	あたふたおろおろと、どいつもこいつも次に取るべき行動に戸惑っている様子だ。
35	……これで本当にオークやトロールが出てたら、もうこいつら死んでるぞ。
38	【村人３】「魔物っていったいどんなだ！？」
40	……めんどくさいこと聞く奴だな。
42	「身の毛もよだつような、毛むくじゃらのこーんな大きな口をした奴だった。オークなのかトロルなのかよくわかんないけど！」
44	適当にでっちあげると、もう何人かは周囲の様子を伺いながらも、我先に逃げ出そうとしている。
47	【村人２】「な、なぁ、嘘だろ？　なぁ……」
49	あーあ、泣きそうになってるよ。まぁ、嘘なんだけどさ。
51	「森に住むようになってから魔物はよく見るが、あんなおっかないの初めて見る」
54	【村人１】「ま、魔物をよく見る！？　……そ、そういえばお前、最近森に移り住んで……」
56	「あぁ、危ない目に遭うこともしょっちゅうだ……し、何か聞こえないか」
58	俺は深刻そうに声を顰めて男たちの耳目を集めてから、皆の背後を指差して叫んだ。
60	「うわっ！　き、きたっ！？」
63	【村人１】「ひえっ！？」
66	【村人２】「うわっ、うわわっ！？」
69	【村人３】「助けてー！」
71	村人たちは口々に叫びながら、脱兎のごとくてんでバラバラに逃げ出して行った。
73	単純な手だけど、面白いほどひっかかったな。
75	何人かは転んだりしているが、誰しも自分の身が可愛いのか、自分だけでもと死に物狂いで走っている。
77	後ろの奴に掴まれたのを、悲鳴をあげて振り払う奴までいる始末だ。
79	あーあ、人間てのは醜いねぇ。
81	「ぎゃーたーすけてー！　おいてかないでー！　……なーんてね」
83	怪しまれないように適当に騒いでから、連中が逃げて行った方角を見てみると、相当本気で走っていったみたいだ。
85	既に影も形も見えなくなった。
87	「薄情だなー……」
89	俺のことはおかまいなしか。ま、いいけどさ。
91	しっかし、連中情けなかったな。俺が嘘ついてたって知ったらどうするのかな。
99	【？？？】「……食べ……られちゃう」
101	「ん？」
103	見れば、連中に囲まれていた子は、頭を抱えてぶるぶる震えている。
105	しまった、この子まで怖がらせちゃったか。
107	「……もう、大丈夫だよ」
109	声をかけてあげても、俺の言葉なんて全然耳に入っていないようだ。
111	仕方ない。怖がらせちゃうかもしれないけど……。
119	【？？？】「ひっ……！？」
121	そっと肩に手を置くと、少年は身をこわばらせて悲鳴を上げた。
123	「あの……魔物が出たっていうのも、嘘だから。あいつらもいなくなっちゃったし、もう俺一人しかいないよ」
131	【？？？】「……え？」
133	怯えながら上げた顔はやっぱり見慣れないもので……だけど、とても美しい顔立ちをしていた。
135	このところ、ナナシやコノミ、イバラですっかり美しい子には慣れたつもりでいたけど、それでも美しいものは美しい。
137	「……君、ひょっとしてエルフ？」
145	【？？？】「っ……！？」
147	黒いエルフはびくっとすると、俺の顔を怯えるように見上げた。
151	【？？？】「……どうして、です？　どうしてわかるです？」
153	力ないか細い声で、酷く怯えられているのが良くわかる。
155	頭からかぶった布をぎゅっと押さえているのは、尖った耳を見られないようにかもしれない。
157	俺は黒いエルフを怯えさせないようにしゃがんで視線を合わせた。
159	「んー……それは君みたいな子たちを知ってるから、かな」
167	【？？？】「……みたいな、子です？」
169	「ついてくればわかるよ、と言いたいけど、さっきの今で人間についてくるのは怖いかな？」
173	【？？？】「……」
175	黒いエルフはしばらく考えた後、ぷるぷると首を左右に振った。
199	【ナナシ】「ニンゲンさーん！　おっかえりー！」
202	【コノミ】「おかえりなさい〜」
204	山小屋にはナナシとコノミがいた。まるで自分の家かのようなくつろぎぶりだ。
206	またどっか変な悪戯してないだろうな……。
214	【ナナシ】「あれ、だれかいっしょだよ！」
221	【コノミ】「おぉ〜？　その子はお土産〜？」
223	「お土産って言うか……」
231	【？？？】「……あっ」
233	ちらっと黒いエルフの方を見ると、黒いエルフは俺の影に隠れた。
241	【ナナシ】「お？　かくれんぼっ！？　かくれんぼっ！？」
249	【？？？】「わ、わわわ……？」
251	ナナシに追われるようにして、黒いエルフはきょときょとと逃げ腰になっている。
258	【コノミ】「あれ〜？　ナナシじゃないか」
260	「ナナシ？　ナナシって、この子もナナシって言うの？」
267	【コノミ】「うん、そうだよ〜。ダークエルフの、ナナシ」
269	「ふーん、同じ名なのか」
271	人間ではよくあることだから聞き流しかけて、ふと不思議に思った。
273	「同じ名が何人もいるくらいエルフってたくさんいるの？」
275	そんなに沢山いるなら、よほど大きな集落なんだろうな。
277	そんな集落がこの近くにあったのに、これまでほとんど出会わなかったっていうのも不思議なものだ。
284	【コノミ】「たくさん？　ん〜ん、いないよ〜？」
286	けれど、コノミは不思議そうに首を横に振った。
288	「え、じゃあ、何で同じ名前をわざわざつけるの？」
291	【コノミ】「名前をつける？　誰が？」
293	「名前をつけるのは、親とかだろ？」
300	【コノミ】「ん〜？　エルフには親とかっていないよ？」
302	……そういえば、コノミやイバラにはへそがなかったっけ。
304	「……んんっ？　じゃ、エルフってどうやって生まれてくるんだ？」
307	【コノミ】「ん〜？　ナナシは親がいるのかな〜？　でも、普通のエルフはいなーいよ〜？」
309	そういって指さしたのは蜂蜜色の髪をしているナナシの方だ。
311	ダークエルフの方には親がいないのかな。
313	……わからん。
315	「しかし、ナナシとナナシじゃややこしいな」
323	【ナナシ】「ねーねー、きみもでてきたの？　たのっ？」
331	【黒いナナシ】「……」
333	連れてきたのはいいけど、黒いエルフはナナシとコノミにも怯えているみたいだ。
335	「どうしたもんかなー」
341	思案していると……。
344	【イバラ】「きてやったぞ、ニンゲン！」
348	ばんっ
356	【黒いナナシ】「きゃあっ！」
358	思いっきりよく、イバラが戸を開けたものだから、黒いナナシが悲鳴を上げた。
365	【イバラ】「ん……お前。ダークエルフじゃないか。ニンゲン、お前の所にはよくよく半端モノが集まるらしいな」
369	【黒いナナシ】「……あ……う……」
371	「……そういう言い方をすると、お前自身も半端モノと言うことになると思うんだけど」
378	【イバラ】「何か言ったか、ニンゲン」
380	イバラは嫌そうな顔で黒いエルフを見た。
387	【コノミ】「ナナシはニンゲンくんのお土産なの〜」
394	【イバラ】「……またナナシか」
396	「それなんだけどさ、エルフって同じ名前を子どもにつける習慣があるの？」
403	【イバラ】「同じ名前？」
405	「エルフにどんな習慣があるのか知らないけどさ、人間なら普通は同じ里で近い時期に生まれた子どもの名はかぶらないようにするものだからさ」
407	「それなのに、この子もこの子もナナシってややこしくないのかなと思って……」
414	【イバラ】「エルフは不要なものに名前を与えない」
416	「不要なものに名前を与えない……？」
418	そう言えば、コノミは木の実とか果実とかって言う意味のエルフ語を人間の言葉に直したものだって言っていたっけ。
420	イバラは植物のアレを人間語で、ということだろう。
422	……とすると。
424	「ナナシ、って人間の言葉に直すと……」
431	【イバラ】「ナナシはナナシだろ？　人間の言葉じゃないか。何をおかしなこと言ってるんだ、ニンゲン」
433	――ナナシは『名無し』か。
435	「それはあんまりなんじゃないか？　エルフの親っていうのは、一体何を考えてそんな名をつけるんだ？」
437	思わず嫌な顔になった俺に、イバラは不思議そうに言った。
444	【イバラ】「親？　さっきから何を言ってるんだ、お前は。名前が無いから、名無し、だろ」
447	【イバラ】「エルフは最初から完全な存在として生まれてくる。ハーフエルフのような例外はあっても、普通は親なんていない」
449	「親がいない……？」
456	【イバラ】「そうだ。そして名は生まれ持った紋章によって与えられる」
458	「紋章？」
465	【イバラ】「お前の目は節穴か？　ボクのここにある美しい紋章が見えないのか？」
467	イバラは誇示するように薄い胸を突きだした。
469	言われてみれば確かにイバラの鎖骨の下あたりには美しい花の形をした痣のようなものがある。
471	「それが紋章？　いや、見えてるけど、それって生まれつきのものなのか？」
473	……これが紋章か。
476	【イバラ】「そうだ。これがエルフとしての出自を明らかにするものだ。だから、紋章のない者は皆名無しと言う意味の名で呼ばれる」
478	なるほど。ダークエルフにもハーフエルフにも紋章がないから、名前が与えられない……名無しなのか。
485	【イバラ】「ボクのこの紋章は、この花の守護と精を受けて産まれたということ。この花に祝福されているということだ」
488	【イバラ】「人間のように紋章を持たないダークエルフやハーフエルフは、この世界に必要ないんだ。だから名が与えられない」
496	【ナナシ】「……」
504	【黒いナナシ】「……」
506	イバラの言葉に、ふたりのナナシはひどく悲しそうな顔になった。
508	普段ははしゃいでばかりいる、うるさいナナシまで……。
510	「……俺は、それはおかしいと思う」
517	【イバラ】「はぁ？」
519	「エルフがどういう考え方をしていてもかまわないよ。でも、俺はこの世に必要のないものなんてないと思うんだ」
527	【ナナシ】「ニンゲンさん……」
535	【黒いナナシ】「……」
537	「エルフにとって紋章がどんな意味を持つものだか知らないけど、たかだか痣じゃないか。そんなものがないからって不要っていうのはおかしいと思うな」
544	【イバラ】「た、たかだか痣だとっ！？」
546	「それにせっかく友達になったのにナナシがふたりもいたらややこしいよね。どっちを呼んでるのかわかりにくくない？」
553	【イバラ】「……それは」
555	文句を言おうとしたいバラだったけど、俺の反論で黙り込んでしまった。
563	【黒いナナシ】「……とも、だち、です？」
565	「だいたい、そんな理由から来てるってわかったら、もうナナシなんて呼べないよ」
567	俺はしゃがむと、ふたりのナナシの顔を交互に見た。
574	【イバラ】「じゃ、じゃあ、紋章もないのに、なんて名前を付けるんだ！」
581	「別に紋章なんかなくたって、名前は付けられるだろ？　そんなわけで、ふたりの名前、俺がつけてもいいかな？」
595	【ナナシ】「うん……」
599	【黒いナナシ】「ん……」
601	コクリとふたりが神妙な顔で頷く。
603	「じゃあ……」
605	俺はそっと糖蜜色の髪を持つハーフエルフの肩に手を乗せた。
607	「君は、お日様みたいな笑顔でいつも周りを明るく照らしてぽかぽかさせてくれる。だから、君の名は『ヒナタ』だ」
610	【ヒナタ】「ヒナタ……ぼく、ヒナタ？」
612	「うん」
614	そして次に、頭からすっぽり布をかぶったダークエルフの肩に手を乗せる。
616	「まだ会ったばかりで君がどんな子かはわからないけど、少し覗いている君の髪は月の光を集めたみたいに綺麗だから『ツキヨ』」
619	【ツキヨ】「ツキヨ……です？」
621	「どう？　ふたりとも気に入ってくれた？」
623	聞くと、ヒナタとツキヨは飛び上がるみたいにして、ふたりで抱きあった。
638	【ヒナタ】「なまえ！　おなまえもらっちゃった！　ぼく、ヒナタだって！」
641	【ツキヨ】「ツキヨ……ツキヨ……月の光を集めたみたいに美しいって……」
643	ふたりは嬉しそうに、顔を見合わせてニコニコしている。
645	名前をつけられたのがよほど嬉しかったみたいだ。
648	【ヒナタ】「ヒナタ……ヒナタ、ヒナタ、ヒナタ……」
651	【ツキヨ】「ツキヨ……ツ・キ・ヨ……ツキヨ、ツキヨ……」
654	【ヒナタ】「ツキヨ……イバラ、コノミ……ヒナタ！」
656	ヒナタはさっそく確かめるように順番に指差して、ぴょんと飛び跳ねた。
659	【ヒナタ】「ねーねー！　だれかぼくのおなまえ、よんでみて！」
662	【コノミ】「いいよ〜、ヒーナタ〜」
665	【ヒナタ】「はい、ぼくヒナタ！」
667	飛び切り嬉しそうにヒナタは返事をした。
670	【ヒナタ】「ヒナタもツキヨもいいおなまえだよね！　ね、ツキヨ！」
673	【ツキヨ】「ん……いいお名前、です」
675	ツキヨも返事をして嬉しそうだ。
